,Initial,Month 0,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12
"Z(0, 2, 1, 1, 0, 0)",221677,187611,187611,187611,187611,187611,187611,187611,187611,187611,187611,187611,187611,187611,187611
"Z(0, 2, 1, 1, 0, 1)",221677,153593,153593,153593,153593,153593,153593,153593,153593,153593,153593,153593,153593,153593,153593
"Z(0, 2, 1, 1, 0, 2)",221677,204675,204675,204675,204675,204675,204675,204675,204675,204675,204675,204675,204675,204675,204675
"Z(0, 2, 1, 1, 1, 0)",221677,188810,188810,188810,188810,188810,188810,188810,188810,188810,188810,188810,188810,188810,188810
"Z(0, 2, 1, 1, 1, 1)",221677,189318,189318,189318,189318,189318,189318,189318,189318,189318,189318,189318,189318,189318,189318
"Z(0, 2, 1, 1, 1, 2)",221677,211547,211547,211547,211547,211547,211547,211547,211547,211547,211547,211547,211547,211547,211547
"Z(0, 2, 1, 1, 2, 0)",221677,190673,190673,190673,190673,190673,190673,190673,190673,190673,190673,190673,190673,190673,190673
"Z(0, 2, 1, 1, 2, 1)",221677,160876,160876,160876,160876,160876,160876,160876,160876,160876,160876,160876,160876,160876,160876
"Z(0, 2, 1, 1, 2, 2)",221677,151486,151486,151486,151486,151486,151486,151486,151486,151486,151486,151486,151486,151486,151486
"Z(0, 2, 1, 1, 3, 0)",221677,180961,180961,180961,180961,180961,180961,180961,180961,180961,180961,180961,180961,180961,180961
"Z(0, 2, 1, 1, 3, 1)",221677,138039,138039,138039,138039,138039,138039,138039,138039,138039,138039,138039,138039,138039,138039
"Z(0, 2, 1, 1, 3, 2)",221677,154906,154906,154906,154906,154906,154906,154906,154906,154906,154906,154906,154906,154906,154906
"Z(1, 0, 0, 1, 0, 0)",221677,238965,238965,238965,238965,238965,238965,238965,238965,238965,238965,238965,238965,238965,238965
"Z(1, 0, 0, 1, 0, 1)",221677,242383,242383,242383,242383,242383,242383,242383,242383,242383,242383,242383,242383,242383,242383
"Z(1, 0, 0, 1, 0, 2)",221677,243869,243869,243869,243869,243869,243869,243869,243869,243869,243869,243869,243869,243869,243869
"Z(1, 0, 0, 1, 1, 0)",221677,286293,286293,286293,286293,286293,286293,286293,286293,286293,286293,286293,286293,286293,286293
"Z(1, 0, 0, 1, 1, 1)",221677,220874,220874,220874,220874,220874,220874,220874,220874,220874,220874,220874,220874,220874,220874
"Z(1, 0, 0, 1, 1, 2)",221677,293054,293054,293054,293054,293054,293054,293054,293054,293054,293054,293054,293054,293054,293054
"Z(1, 0, 0, 1, 2, 0)",221677,278641,278641,278641,278641,278641,278641,278641,278641,278641,278641,278641,278641,278641,278641
"Z(1, 0, 0, 1, 2, 1)",221677,237639,237639,237639,237639,237639,237639,237639,237639,237639,237639,237639,237639,237639,237639
"Z(1, 0, 0, 1, 2, 2)",221677,332777,332777,332777,332777,332777,332777,332777,332777,332777,332777,332777,332777,332777,332777
"Z(1, 0, 0, 1, 3, 0)",221677,321494,321494,321494,321494,321494,321494,321494,321494,321494,321494,321494,321494,321494,321494
"Z(1, 0, 0, 1, 3, 1)",221677,292076,292076,292076,292076,292076,292076,292076,292076,292076,292076,292076,292076,292076,292076
"Z(1, 0, 0, 1, 3, 2)",221677,392901,392901,392901,392901,392901,392901,392901,392901,392901,392901,392901,392901,392901,392901
"Z(1, 0, 1, 0, 0, 0)",221677,240175,240175,240175,240175,240175,240175,240175,240175,240175,240175,240175,240175,240175,240175
"Z(1, 0, 1, 0, 0, 1)",221677,242956,242956,242956,242956,242956,242956,242956,242956,242956,242956,242956,242956,242956,242956
"Z(1, 0, 1, 0, 0, 2)",221677,245091,245091,245091,245091,245091,245091,245091,245091,245091,245091,245091,245091,245091,245091
"Z(1, 0, 1, 0, 1, 0)",221677,287700,287700,287700,287700,287700,287700,287700,287700,287700,287700,287700,287700,287700,287700
"Z(1, 0, 1, 0, 1, 1)",221677,221333,221333,221333,221333,221333,221333,221333,221333,221333,221333,221333,221333,221333,221333
"Z(1, 0, 1, 0, 1, 2)",221677,294484,294484,294484,294484,294484,294484,294484,294484,294484,294484,294484,294484,294484,294484
"Z(1, 0, 1, 0, 2, 0)",221677,280003,280003,280003,280003,280003,280003,280003,280003,280003,280003,280003,280003,280003,280003
"Z(1, 0, 1, 0, 2, 1)",221677,238118,238118,238118,238118,238118,238118,238118,238118,238118,238118,238118,238118,238118,238118
"Z(1, 0, 1, 0, 2, 2)",221677,334327,334327,334327,334327,334327,334327,334327,334327,334327,334327,334327,334327,334327,334327
"Z(1, 0, 1, 0, 3, 0)",221677,323312,323312,323312,323312,323312,323312,323312,323312,323312,323312,323312,323312,323312,323312
"Z(1, 0, 1, 0, 3, 1)",221677,292780,292780,292780,292780,292780,292780,292780,292780,292780,292780,292780,292780,292780,292780
"Z(1, 0, 1, 0, 3, 2)",221677,395030,395030,395030,395030,395030,395030,395030,395030,395030,395030,395030,395030,395030,395030
"Z(1, 0, 1, 1, 0, 0)",221677,247936,247936,247936,247936,247936,247936,247936,247936,247936,247936,247936,247936,247936,247936
"Z(1, 0, 1, 1, 0, 1)",221677,243138,243138,243138,243138,243138,243138,243138,243138,243138,243138,243138,243138,243138,243138
"Z(1, 0, 1, 1, 0, 2)",221677,254174,254174,254174,254174,254174,254174,254174,254174,254174,254174,254174,254174,254174,254174
"Z(1, 0, 1, 1, 1, 0)",221677,298306,298306,298306,298306,298306,298306,298306,298306,298306,298306,298306,298306,298306,298306
"Z(1, 0, 1, 1, 1, 1)",221677,221590,221590,221590,221590,221590,221590,221590,221590,221590,221590,221590,221590,221590,221590
"Z(1, 0, 1, 1, 1, 2)",221677,306113,306113,306113,306113,306113,306113,306113,306113,306113,306113,306113,306113,306113,306113
"Z(1, 0, 1, 1, 2, 0)",221677,290354,290354,290354,290354,290354,290354,290354,290354,290354,290354,290354,290354,290354,290354
"Z(1, 0, 1, 1, 2, 1)",221677,238373,238373,238373,238373,238373,238373,238373,238373,238373,238373,238373,238373,238373,238373
"Z(1, 0, 1, 1, 2, 2)",221677,346923,346923,346923,346923,346923,346923,346923,346923,346923,346923,346923,346923,346923,346923
"Z(1, 0, 1, 1, 3, 0)",221677,337447,337447,337447,337447,337447,337447,337447,337447,337447,337447,337447,337447,337447,337447
"Z(1, 0, 1, 1, 3, 1)",221677,293175,293175,293175,293175,293175,293175,293175,293175,293175,293175,293175,293175,293175,293175
