,Initial,Month 0,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12
"Z(1, 0, 1, 0, 2, 2)",126324,254440,246773,239710,233149,226999,221290,215918,210882,206145,201711,197476,193434,189575,185882
"Z(1, 0, 1, 0, 3, 0)",126324,281485,274022,267164,260804,254844,249325,244135,239278,234714,230454,226380,222491,218775,215216
"Z(1, 0, 1, 0, 3, 1)",126324,98050,94910,92019,89334,86820,84487,82293,80239,78309,76503,74781,73141,71578,70085
"Z(1, 0, 1, 0, 3, 2)",126324,359130,364296,369241,373953,378406,382754,386912,390958,394896,398800,402523,406096,409538,412853
"Z(1, 0, 1, 1, 0, 0)",126324,58904,56608,54487,52512,50660,48934,47309,45782,44343,42991,41702,40472,39299,38178
"Z(1, 0, 1, 1, 0, 1)",126324,38645,37049,35578,34212,32935,31748,30635,29591,28612,27694,26822,25993,25207,24458
"Z(1, 0, 1, 1, 0, 2)",126324,138084,134276,130777,127531,124492,121678,119033,116558,114234,112064,109992,108015,106128,104323
"Z(1, 0, 1, 1, 1, 0)",126324,172687,166678,161126,155955,151099,146576,142311,138302,134521,130968,127572,124328,121228,118259
"Z(1, 0, 1, 1, 1, 1)",126324,52499,50468,48591,46845,45207,43682,42246,40898,39627,38434,37297,36212,35179,34191
"Z(1, 0, 1, 1, 1, 2)",126324,222463,216273,210582,205301,200354,195770,191459,187423,183631,180089,176704,173474,170390,167438
"Z(1, 0, 1, 1, 2, 0)",126324,196647,190580,184979,179765,174866,170307,166006,161964,158152,154572,151145,147866,144728,141717
"Z(1, 0, 1, 1, 2, 1)",126324,48388,46664,45071,43590,42200,40906,39687,38543,37465,36453,35486,34564,33684,32842
"Z(1, 0, 1, 1, 2, 2)",126324,291719,283137,275234,267894,261013,254628,248619,242987,237689,232732,227995,223474,219155,215021
"Z(1, 0, 1, 1, 3, 0)",126324,323082,315335,308229,301647,295482,289773,283774,278156,272874,267939,263217,258703,254387,250249
