,Initial,Month 0,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12
"Z(0, 2, 1, 0, 2, 0)",215039,144537,143004,141496,140013,138555,137119,135706,134316,132947,131599,130272,128965,127677,126409
"Z(0, 2, 1, 0, 2, 1)",215039,83822,81621,79502,77458,75487,73583,71743,69965,68244,66579,64966,63404,61890,60423
"Z(0, 2, 1, 0, 2, 2)",215039,106662,104700,102801,100960,99176,97444,95762,94128,92539,90993,89488,88023,86596,85205
"Z(0, 2, 1, 0, 3, 0)",215039,138649,137136,135662,134224,132822,131454,130120,128818,127548,126308,125097,123915,122761,121634
"Z(0, 2, 1, 0, 3, 1)",215039,70035,67677,65428,63282,61231,59268,57388,55586,53858,52199,50607,49077,47606,46192
"Z(0, 2, 1, 0, 3, 2)",215039,112710,110894,109153,107482,105877,104334,102849,101420,100044,98717,97439,96206,95016,93868
"Z(0, 2, 1, 1, 0, 0)",215039,156175,154710,153260,151824,150402,148994,147598,146216,144846,143489,142144,140811,139490,138180
"Z(0, 2, 1, 1, 0, 1)",215039,83746,81521,79384,77331,75355,73451,71615,69842,68131,66476,64876,63327,61828,60376
"Z(0, 2, 1, 1, 0, 2)",215039,282750,282794,282815,282813,282788,282742,282675,282586,282476,282346,282195,282025,281834,281625
"Z(0, 2, 1, 1, 1, 0)",215039,161584,160196,158824,157467,156126,154799,153487,152188,150903,149631,148372,147125,145890,144668
"Z(0, 2, 1, 1, 1, 1)",215039,90347,88214,86152,84160,82232,80366,78558,76805,75106,73457,71856,70302,68793,67326
"Z(0, 2, 1, 1, 1, 2)",215039,203490,202538,201579,200614,199644,198669,197688,196703,195713,194719,193721,192718,191713,190703
"Z(0, 2, 1, 1, 2, 0)",215039,164755,163430,162120,160824,159543,158275,157020,155778,154550,153333,152129,150937,149757,148589
"Z(0, 2, 1, 1, 2, 1)",215039,84768,82578,80470,78438,76478,74585,72757,70990,69281,67627,66025,64474,62972,61515
"Z(0, 2, 1, 1, 2, 2)",215039,116287,114430,112629,110880,109181,107527,105919,104352,102825,101337,99885,98468,97085,95735
"Z(0, 2, 1, 1, 3, 0)",215039,158441,157163,155913,154690,153494,152323,151177,150056,148958,147883,146830,145798,144788,143798
"Z(0, 2, 1, 1, 3, 1)",215039,70814,68466,66228,64092,62051,60099,58230,56439,54722,53074,51492,49973,48513,47110
"Z(0, 2, 1, 1, 3, 2)",215039,124755,123106,121526,120009,118552,117151,115805,114509,113262,112061,110904,109788,108713,107675
"Z(1, 0, 0, 1, 0, 0)",215039,131378,129854,128345,126854,125382,123928,122495,121083,119692,118324,116977,115654,114354,113077
"Z(1, 0, 0, 1, 0, 1)",215039,138412,136979,135483,133937,132350,130730,129084,127419,125740,124052,122358,120662,118967,117275
"Z(1, 0, 0, 1, 0, 2)",215039,87245,85123,83060,81056,79108,77214,75374,73584,71844,70152,68507,66907,65350,63836
"Z(1, 0, 0, 1, 1, 0)",215039,182471,181321,180142,178936,177706,176454,175182,173893,172588,171269,169939,168598,167248,165891
"Z(1, 0, 0, 1, 1, 1)",215039,153889,152353,150816,149279,147744,146210,144678,143150,141625,140103,138586,137074,135568,134067
"Z(1, 0, 0, 1, 1, 2)",215039,137749,136094,134438,132784,131133,129485,127841,126204,124573,122949,121333,119726,118128,116540
"Z(1, 0, 0, 1, 2, 0)",215039,186926,185750,184556,183345,182120,180880,179628,178365,177092,175809,174518,173220,171916,170606
"Z(1, 0, 0, 1, 2, 1)",215039,153385,151905,150411,148906,147395,145878,144359,142839,141319,139802,138287,136777,135272,133774
"Z(1, 0, 0, 1, 2, 2)",215039,186709,185571,184355,183069,181721,180317,178864,177367,175830,174258,172654,171023,169368,167692
"Z(1, 0, 0, 1, 3, 0)",215039,285674,285598,285471,285294,285071,284802,284489,284135,283741,283307,282837,282332,281791,281218
"Z(1, 0, 0, 1, 3, 1)",215039,238772,238224,237590,236881,236103,235264,234370,233425,232433,231400,230327,229219,228078,226907
"Z(1, 0, 0, 1, 3, 2)",215039,321946,322201,322348,322395,322350,322217,322001,321708,321342,320906,320404,319839,319214,318532
"Z(1, 0, 1, 0, 0, 0)",215039,332611,335047,337520,340033,342586,345181,347819,350501,353228,356001,358819,361684,364596,367555
"Z(1, 0, 1, 0, 0, 1)",215039,176506,176066,175579,175058,174511,173948,173375,172799,172225,171656,171098,170554,170027,169519
"Z(1, 0, 1, 0, 0, 2)",215039,110789,108930,107112,105333,103594,101892,100228,98600,97007,95450,93926,92435,90977,89551
"Z(1, 0, 1, 0, 1, 0)",215039,340003,341839,343665,345482,347293,349099,350903,352706,354510,356318,358130,359948,361774,363609
"Z(1, 0, 1, 0, 1, 1)",215039,169666,168543,167428,166321,165223,164134,163054,161986,160929,159883,158849,157828,156821,155827
"Z(1, 0, 1, 0, 1, 2)",215039,190461,189323,188167,186993,185804,184600,183382,182152,180910,179658,178396,177125,175847,174562
"Z(1, 0, 1, 0, 2, 0)",215039,302232,302928,303607,304272,304923,305561,306187,306804,307412,308011,308604,309190,309771,310349
"Z(1, 0, 1, 0, 2, 1)",215039,162274,160985,159686,158379,157068,155755,154442,153131,151824,150522,149226,147937,146656,145384
"Z(1, 0, 1, 0, 2, 2)",215039,262559,262159,261665,261084,260422,259686,258880,258011,257082,256097,255059,253974,252842,251668
"Z(1, 0, 1, 0, 3, 0)",215039,489872,493034,496151,499225,502258,505250,508202,511116,513993,516833,519638,522408,525145,527849
"Z(1, 0, 1, 0, 3, 1)",215039,256268,256075,255802,255457,255048,254582,254064,253499,252893,252248,251568,250856,250115,249348
"Z(1, 0, 1, 0, 3, 2)",215039,515094,518015,520823,523522,526118,528615,531017,533327,535549,537685,539737,541709,543601,545417
"Z(1, 0, 1, 1, 0, 0)",215039,185938,184841,183730,182604,181467,180319,179161,177996,176823,175645,174461,173274,172084,170892
"Z(1, 0, 1, 1, 0, 1)",215039,142132,140716,139237,137706,136135,134530,132898,131247,129580,127903,126219,124533,122846,121161
"Z(1, 0, 1, 1, 0, 2)",215039,120787,118997,117235,115501,113793,112112,110458,108829,107227,105650,104098,102570,101067,99588
"Z(1, 0, 1, 1, 1, 0)",215039,301296,301275,301195,301057,300863,300615,300314,299963,299562,299114,298619,298080,297497,296873
"Z(1, 0, 1, 1, 1, 1)",215039,162062,160626,159190,157754,156318,154884,153451,152021,150593,149169,147748,146331,144919,143511
"Z(1, 0, 1, 1, 1, 2)",215039,219279,218390,217470,216522,215546,214543,213515,212463,211388,210291,209172,208034,206876,205700
"Z(1, 0, 1, 1, 2, 0)",215039,323874,324208,324494,324733,324927,325077,325183,325246,325268,325248,325188,325088,324950,324774
"Z(1, 0, 1, 1, 2, 1)",215039,163063,161726,160375,159015,157647,156274,154899,153523,152147,150773,149402,148034,146672,145315
"Z(1, 0, 1, 1, 2, 2)",215039,304650,304643,304532,304324,304024,303638,303172,302630,302015,301333,300586,299777,298910,297987
