,Initial,Month 0,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12
"Z(0, 2, 1, 1, 2, 2)",221677,148456,143925,139583,135416,131417,127572,123871,120308,116867,113546,110343,107248,104256,101362
"Z(0, 2, 1, 1, 3, 0)",221677,146832,141447,136335,131474,126847,122433,118220,114193,110334,106638,103098,99702,96442,93310
"Z(0, 2, 1, 1, 3, 1)",221677,144167,137282,130857,124837,119179,113845,108806,104039,99516,95223,91147,87271,83582,80068
"Z(0, 2, 1, 1, 3, 2)",221677,147638,142272,137278,132616,128255,124165,120323,116709,113301,110087,107057,104196,101495,98942
"Z(1, 0, 0, 1, 0, 0)",221677,389632,394397,399017,403513,407910,412210,416424,420563,424604,428570,432473,436307,440072,443767
"Z(1, 0, 0, 1, 0, 1)",221677,160729,162578,164004,165063,165805,166264,166474,166464,166248,165854,165303,164610,163787,162846
"Z(1, 0, 0, 1, 0, 2)",221677,151176,148142,145128,142146,139206,136309,133460,130663,127910,125209,122563,119970,117428,114938
"Z(1, 0, 0, 1, 1, 0)",221677,352267,357716,363073,368356,373586,378763,383898,388997,394038,399043,404020,408963,413870,418741
"Z(1, 0, 0, 1, 1, 1)",221677,157172,156454,155725,154990,154254,153512,152768,152020,151258,150490,149716,148934,148141,147337
"Z(1, 0, 0, 1, 1, 2)",221677,157815,157659,157391,157024,156573,156042,155439,154772,154035,153242,152398,151505,150566,149583
"Z(1, 0, 0, 1, 2, 0)",221677,195368,198509,201621,204717,207807,210891,213975,217063,220144,223227,226319,229416,232517,235622
"Z(1, 0, 0, 1, 2, 1)",221677,166816,167953,168933,171026,172773,174211,175379,176307,177007,177511,177839,178005,178021,177900
"Z(1, 0, 0, 1, 2, 2)",221677,194450,196187,197707,199028,200172,201146,201964,203231,204554,205696,206674,207492,208868,210388
"Z(1, 0, 0, 1, 3, 0)",221677,239502,242163,244783,247378,249964,252542,255122,257708,260290,262881,265489,268112,270749,273400
"Z(1, 0, 0, 1, 3, 1)",221677,173044,174238,175632,176943,178172,179318,180391,181394,182320,183381,184443,185438,186366,187228
"Z(1, 0, 0, 1, 3, 2)",221677,275015,277145,279143,281028,282818,284514,286346,288152,289865,291502,293072,294572,296001,297557
"Z(1, 0, 1, 0, 0, 0)",221677,266986,270119,273153,276106,278994,281817,284584,287302,289955,292560,295124,297644,300119,302550
"Z(1, 0, 1, 0, 0, 1)",221677,160934,162857,164357,165492,166308,166841,167125,167187,167042,166717,166235,165609,164851,163974
"Z(1, 0, 1, 0, 0, 2)",221677,151214,148168,145150,142171,139241,136361,133535,130767,128049,125388,122787,120243,117756,115325
"Z(1, 0, 1, 0, 1, 0)",221677,192992,194952,196720,198562,200533,202441,204296,206103,207856,209565,211240,213214,215196,217110
"Z(1, 0, 1, 0, 1, 1)",221677,157338,156689,156028,155357,154682,154000,153313,152620,151911,151193,150467,149731,148983,148221
